GeneID	GeneSymbol	HL_17_R1	HL_17_R2	HL_18_R1_a	HL_18_R2_a	HL_18_R1_b	HL_18_R2_b	HL_30_R1	HL_30_R2	HL_33_R1	HL_33_R2	HL_34_R1	HL_34_R2	HL_38_R1	HL_38_R2	HL_39_R1	HL_39_R2
ENSG00000222084.1	AL445074.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222085.1	AC024568.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222086.1	AC010609.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222087.1	RNU6-721P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222092.1	RNU6-908P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222094.1	RNU2-65P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222095.1	SNORD113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222096.1	AC019051.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222099.1	RN7SKP32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222100.1	RNA5SP316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222101.1	AC091705.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222102.1	RN7SKP232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222107.1	RN7SKP117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222108.1	RNA5SP317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222109.1	AC093515.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222111.1	RN7SKP148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222112.1	RN7SKP16	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0
ENSG00000222114.1	RNU6-985P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222117.1	AL391867.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222118.1	RNA5SP487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222120.1	RNA5SP81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222121.1	AL512290.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222122.1	RNU6-648P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222123.1	RNA5SP390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222126.1	RNU2-9P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222129.1	RNA5SP36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222133.1	AC003666.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222139.1	RNU6-380P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222145.1	SNORA73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222146.1	RNU4-37P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222148.1	RNY4P30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222150.1	RNA5SP239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222152.1	RNU6-1166P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222154.1	RN7SKP218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222158.1	AP003471.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222160.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222161.1	Z97356.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222162.1	RN7SKP151	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0
ENSG00000222164.1	RN7SKP266	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222168.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222169.1	AL162590.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222170.1	RNU6-257P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222174.1	RN7SKP146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222177.1	RNU4-30P	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000222178.1	RNA5SP181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222179.1	RN7SKP26	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
ENSG00000222182.1	RNA5SP156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222185.1	SNORD113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222190.1	MIR1910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222192.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222196.2	AC121157.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222197.1	AL359836.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222202.1	RNU4-26P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222203.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222205.1	RNA5SP266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222206.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222207.1	RNA5SP407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222208.1	RNA5SP129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222209.1	RNA5SP56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222210.1	RN7SKP65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222213.1	RNU6-588P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222219.1	AC091736.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222220.1	RN7SKP129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222222.1	RNU2-17P	0	0	1	0	0	0	0	0	0	1	1	3	0	0	0	0
ENSG00000222224.1	Y_RNA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222225.1	RNU6-447P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222226.1	AC006926.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222230.1	RNA5SP158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222231.1	RNU2-54P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222232.1	RNA5SP89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222235.1	AL157392.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222236.1	RNA5SP163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222238.1	RNU2-43P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222240.1	RN7SKP156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222244.1	RNA5SP431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222246.1	MIR1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222248.1	RNA5SP201	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222249.1	RNU6-262P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222251.1	RNA5SP95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222255.1	RNU6-101P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222257.1	RN7SKP199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222259.1	RN7SKP114	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000222262.1	AC092846.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222266.1	RNU6-757P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222267.1	RNU6-892P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222268.1	RNA5SP425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222274.1	AC018690.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222276.1	RNU2-33P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000222281.1	RN7SKP111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222282.1	RNU6-584P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222285.1	RNA5SP193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222287.1	RNU6-1043P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222293.1	RNU2-36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222296.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222297.1	RNU6-1156P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222298.1	AL031655.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222299.1	AC009142.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222300.1	RNU2-21P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222301.1	RNY5P8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222302.1	RNA5SP371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222303.1	RNU6-935P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222305.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222306.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222308.1	RNA5SP198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222309.1	AL391839.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222311.1	AC084882.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222312.1	RNA5SP178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222313.1	RN7SKP267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222314.1	RNU6-1118P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222316.1	AC008581.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222317.1	RNA5SP118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222320.1	RNU6-1050P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222321.1	MIR1912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222326.1	MIR1908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222327.1	RNU6-855P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222328.1	RNU2-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222329.1	RNU6-1076P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222331.1	AC104434.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222333.1	AC093680.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222334.3	AC105242.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222335.1	Y_RNA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000222337.1	RN7SKP225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222338.1	RNU6-174P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222339.1	AP000807.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222343.1	RN7SKP139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222344.1	RNU6-613P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222345.1	SNORD19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222346.1	RNA5SP237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222348.1	RNU6-814P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222351.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222352.1	RN7SKP221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222355.1	RNU2-29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222356.1	RNU6-710P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222357.1	RNU2-20P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222359.1	RNU6-355P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222361.1	RNU6-1186P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222363.1	RNU4-34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222364.1	RNU6-96P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222365.1	SNORD12B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222370.1	SNORA36B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222371.1	RN7SKP202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222373.1	RNY5P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222374.1	AC022021.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222375.1	RN7SKP127	6	1	5	3	4	1	0	2	2	2	0	0	0	1	0	1
ENSG00000222376.1	RN7SKP152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222378.1	RNA5SP44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222383.1	RNA5SP203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222385.1	RN7SKP158	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000222386.1	RN7SKP86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222389.1	RNU2-28P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222391.1	AL137118.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222394.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222395.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222397.1	RN7SKP229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222398.1	RNU6-554P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222399.1	RNU6-791P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222404.1	RN7SKP281	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000222405.1	RNU4-65P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222406.1	RNA5SP314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222407.1	RNA5SP80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222408.1	AL160279.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222409.1	AC103996.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222411.1	RNY5P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222412.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222413.1	RN7SKP125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222414.1	RNU2-59P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222416.1	RNA5SP274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222418.1	RNA5SP113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222419.1	RNA5SP511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222421.1	Y_RNA	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222426.1	RNU2-50P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222427.1	RNA5SP338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222428.1	RNA5SP231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222429.1	RNU6-955P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222430.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222431.1	RNU6-141P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222432.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222436.1	RN7SKP278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222437.1	AC118282.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222438.1	RNU6-1077P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222439.1	RNU6-994P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222440.1	RNU2-26P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222445.1	RN7SKP56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222448.1	RN7SKP150	3	2	1	2	1	0	0	0	3	0	0	1	0	0	0	0
ENSG00000222449.1	RNU6-1140P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222451.1	RN7SKP143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222452.1	RN7SKP59	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000222455.1	RNA5SP296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222457.1	RNU6-121P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222459.1	RNA5SP293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222460.1	RN7SKP271	1	1	0	0	2	2	1	2	0	0	1	0	0	1	0	1
ENSG00000222463.1	AP005138.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222465.1	RNU2-5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222467.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222468.1	RNA5SP261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222472.1	RN7SKP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222477.1	RNU2-23P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222481.1	AC012150.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222482.1	AC005071.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222486.1	RNU6-77P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222488.1	RNU6-285P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222489.1	SNORA79	2	0	3	3	0	0	0	1	1	2	1	0	0	0	0	0
ENSG00000222490.1	RNU6-712P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222492.3	AC092069.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222493.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222494.1	AC091178.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222496.1	RN7SKP200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222499.1	RN7SKP177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222500.1	RNA5SP475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222501.1	RNU4-25P	1	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0
ENSG00000222503.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222506.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222509.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222511.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222512.1	AL137019.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222514.1	RN7SKP223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222515.1	RN7SKP240	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222518.1	AL645819.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222520.1	RNA5SP451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222521.1	AC026956.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222522.1	RNU6-519P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222524.1	RN7SKP109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222526.1	AC060835.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222529.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222532.1	MIR1468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222533.1	RNU6-705P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222536.1	RNU2-39P	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000222543.1	RN7SKP220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222544.1	RNU6-735P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222545.1	AC080037.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222546.1	RNA5SP251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222548.2	AC006534.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222551.1	AC106732.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222552.1	RNA5SP60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222558.1	RNU6-1064P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222560.1	RNU4-43P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222561.1	RNU6-1025P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222563.1	RNU6-305P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222570.1	AF216667.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222574.1	RN7SKP61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222578.1	RNA5SP345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222579.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222581.1	RNU2-47P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222582.1	RNU2-66P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222583.1	RN7SKP222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222585.1	RNA5SP494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222586.1	AC010999.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222588.1	SNORA19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222589.1	RN7SKP159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222591.1	AC118345.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222592.1	RNU6-887P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222594.1	RN7SKP235	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0
ENSG00000222596.1	AL445523.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222598.1	RNU2-49P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222601.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222602.1	AL136160.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222604.1	SNORA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222607.1	RNU6-628P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222608.1	RNA5SP504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222609.1	RNU4-69P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222610.1	RNU6-402P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222611.1	AL355388.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222612.1	RNU2-52P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222613.1	Y_RNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222614.1	Y_RNA	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000222615.1	AC134025.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222616.1	RN7SKP27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222617.1	RN7SKP254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222623.1	RNU6-1100P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222624.1	RNU2-15P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222626.1	RNU2-48P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222627.1	RNU2-37P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222629.1	RNU2-42P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
